순위,상호,별점,별점 리뷰 개수,리뷰 개수,주소
52,파리바게뜨 부산벡스코점,1.0,1건,2,부산 해운대구 센텀3로 26 센텀스퀘어 1층 104호
53,파리바게뜨 해운대중동역점,0.0,0건,1,부산 해운대구 좌동순환로 500 1층 104호
54,코코호도 센텀시티점,0.0,0건,2,"부산 해운대구 센텀중앙로 48 에이스하이테크21, 105호"
55,파리바게뜨 부산재송점,5.0,2건,2,부산 해운대구 재반로 78-1 1층
56,그랜드조선부산 조선델리,4.1,8건,53,부산 해운대구 해운대해변로 292 그랜드조선 부산 2층
57,파리바게뜨 해운대마린점,2.6,10건,1,부산 해운대구 마린시티3로 23
58,지에프푸드,0.0,0건,0,부산 해운대구 해운대로 1196
59,파리바게뜨 부산반송점,4.7,3건,0,부산 해운대구 신반송로 207 1층
60,파리바게뜨 아시아선수촌점,5.0,1건,0,부산 해운대구 선수촌로 101 1층
61,웅파이 센텀시티점,5.0,3건,9,부산 해운대구 센텀동로 99 벽산이센텀클래스원 1층 110호
62,NK이뮨베이커리카페 해운대중동점,5.0,1건,20,부산 해운대구 좌동순환로 506 101호
63,파리바게뜨 반여한화점,5.0,2건,0,부산 해운대구 선수촌로 55
64,파리바게뜨 해운대수비점,3.6,5건,2,부산 해운대구 해운대로 413 1층
65,챠밍케이크,1.0,2건,62,부산 해운대구 좌동순환로468번가길 30 1층
66,파리바게뜨 부산반여점,5.0,1건,1,부산 해운대구 재반로 204-1
67,파리바게뜨 해운대좌동점,3.0,2건,1,부산 해운대구 좌동순환로 173 영풍프라자 105호
68,반미당,0.0,0건,16,부산 해운대구 선수촌로 104-18 1층
69,블랑제리아띠랑,4.2,5건,1,부산 해운대구 센텀중앙로 145 더샾센텀파크1차 4상가 1층 107호
70,와플대학 부산장산역캠퍼스,3.5,2건,21,부산 해운대구 해운대로 814
71,파리바게뜨 장산현대점,5.0,4건,1,부산 해운대구 해운대로774번길 33 1층
72,옛날그빵집,4.0,20건,28,부산 동래구 명안로 38-1 1층
73,코코호도 재송점,5.0,1건,0,부산 해운대구 재반로 74 1층
74,프레제 마린시티본점,4.8,4건,11,부산 해운대구 마린시티2로 33 두산위브제니스 104동 1층 145호
75,파리바게뜨 재송현대점,3.0,2건,1,부산 해운대구 해운대로81번길 137
76,모티에과자점,4.0,5건,5,부산 해운대구 마린시티2로 47 트럼프월드 마린아파트 C동 101호
77,지은파라다이스 화이트리에 마린시티점,0.0,0건,0,부산 해운대구 마린시티2로 33 해운대두산위브더제니스 104동 154호
78,파리바게뜨 센텀재송점,1.0,3건,1,부산 해운대구 해운대로76번길 62
79,브레드빌라,3.9,7건,18,부산 해운대구 세실로 48 해운대삼정코아주상복합 1층 108호
80,아트케이크바미,2.4,5건,8,부산 해운대구 센텀동로 35 SH밸리 210호
81,파리바게뜨 해운대우동점,5.0,1건,0,부산 해운대구 우동2로 59
82,파리바게뜨 해운대신곡점,1.0,1건,2,부산 해운대구 좌동순환로 305 1층
83,애애 베이커리,4.3,7건,77,부산 해운대구 해운대로383번길 21 1층 35호
84,스마일찹쌀꽈배기,5.0,1건,3,부산 해운대구 양운로 53 상가 1층 107호
85,파리바게뜨 해운대양운점,5.0,3건,2,부산 해운대구 좌동순환로 72 1층 103호
86,페이스트리살롱 시그니엘부산,5.0,2건,0,부산 해운대구 달맞이길 30 3층
87,베이크 센텀시티점,0.0,0건,1,부산 해운대구 센텀남대로 35 지하1층
88,파리바게뜨 반송영산대점,0.0,0건,0,부산 해운대구 아랫반송로 13-1
89,파리바게뜨 해운대문화회관점,5.0,2건,1,"부산 해운대구 좌동로 96 블루스퀘어A동 104,105호"
90,크라상점 부산센텀점,3.7,3건,2,부산 해운대구 선수촌로 53
91,웁스(OPS),0.0,0건,0,부산 해운대구 좌동순환로 237
92,달콤부엌,5.0,1건,24,부산 해운대구 해운대로483번가길 31
93,아틀리에 스미다,4.4,34건,115,부산 수영구 과정로41번길 20 메디플러스빌딩 1층 101호
94,사미제과점,3.5,2건,74,부산 해운대구 좌동순환로99번길 22 경남아너스빌아파트 상가 지하 6호
95,미쌤쌀빵,0.0,0건,136,부산 해운대구 센텀중앙로 145 더샵센텀파크1차아파트상가 1동 106호
96,올드머그올림프케이크,4.7,3건,43,부산 해운대구 마린시티2로 33 해운대두산위브더제니스 104동 1층 106호
97,스토리오브라망 마린시티점,5.0,1건,3,부산 해운대구 마린시티2로 33 해운대두산위브더제니스 104동 1층 123호
98,비비케이크,5.0,1건,2,부산 해운대구 재송1로31번길 52 1층
99,밀한줌 온천천점,4.2,22건,24,부산 동래구 온천천로471번길 7 104호
100,뚜레쥬르 부산반송점,0.0,0건,1,부산 해운대구 신반송로 193 신정빌딩 1층
101,온전한제과점,5.0,1건,13,부산 해운대구 재반로212번길 26
102,529과자점,5.0,2건,483,부산 해운대구 대천로 225
103,소상훈과자점,5.0,1건,1,부산 해운대구 선수촌로 124
104,꼬띠메르,4.3,4건,7,부산 해운대구 마린시티1로 167 1층 111호
105,충보당,5.0,1건,4,부산 해운대구 해운대로81번길 12 1층
106,파라다이스호텔부티크,4.5,8건,6,부산 해운대구 해운대해변로 296 본관 1층
107,페팽과자점,2.4,33건,167,부산 수영구 광서로 1
108,파티세리곽,3.8,5건,2,부산 해운대구 대천로103번길 29 대동아파트상가 103호
109,소맥베이커리 부산센텀점,5.0,4건,41,부산 해운대구 센텀남대로 35 신세계백화점 센텀시티점 지하1층
110,구자윤과자점,2.8,26건,23,부산 수영구 수영로705번길 15 1층
111,머랭 파티스리,4.4,5건,13,부산 해운대구 우동1로50번길 5 1층
112,코코호도 해운대장산점,0.0,0건,2,부산 해운대구 세실로 64 화목데파트상가 128호
113,플러피케이크,1.0,1건,2,부산 해운대구 선수촌로 91 3층
114,메이로즈,5.0,9건,2,부산 해운대구 우동1로38번가길 19 1층
115,부다파이,5.0,1건,3,부산 해운대구 좌동순환로433번길 30-1 힐스테이트위브 상가 4층 413호
116,빵그레,0.0,0건,0,부산 해운대구 재반로 233
117,리리파이,5.0,4건,12,부산 해운대구 달맞이길65번길 33 상가 105호 리리파이
118,아슬란 센텀지점,0.0,0건,0,부산 해운대구 센텀동로 99
119,베이커리온,5.0,1건,2,부산 해운대구 해운대로76번길 16 센텀휴상가 1층 106-1호
120,릴리키친,5.0,2건,2,부산 해운대구 좌동순환로8번길 54-9 1층
