순위,상호,별점,별점 리뷰 개수,리뷰 개수,주소
83,비엔씨 롯데백화점 광복점,1.8,5건,2,부산 중구 중앙대로 2 롯데백화점 신관 지하1층
84,파리바게뜨 부산대청점,3.0,3건,1,부산 중구 대청로 89-2 1층
85,파리바게뜨 부평중앙점,4.0,1건,2,부산 중구 비프광장로 7 1층
86,파리바게뜨 동대신점,4.0,8건,2,부산 서구 구덕로 331-1
87,구르망베이커리,4.8,4건,5,부산 동구 고관로29번길 30 1층
88,트레소,5.0,3건,0,부산 영도구 대평로 53
89,삼냥제과,4.8,6건,13,부산 남구 용주로6번길 26 1층
90,더크로와상,5.0,9건,20,부산 남구 용소로21번길 56
91,대신동마카롱,4.0,1건,7,부산 서구 구덕로322번길 23
92,파리바게뜨 부산범일점,5.0,1건,2,부산 동구 범일로 106-1
93,뚜레쥬르 부산부경대점,2.0,1건,2,부산 남구 용소로 38
94,파리바게뜨 부산중앙역점,5.0,2건,0,부산 중구 충장대로5번길 12-1
95,마켓크라샵,5.0,1건,47,부산 동구 중앙대로371번길 23 1층
96,모젤과자점,4.6,5건,32,부산 서구 구덕로 320 1층
97,신디시스,5.0,1건,6,부산 중구 남포길 49 2층
98,와플대학 부산경성대캠퍼스,4.6,9건,12,부산 남구 수영로 274-17
99,파리바게뜨 부산부평점,3.7,3건,0,부산 중구 흑교로 29
100,메츠과자점 유엔직영점,4.3,3건,11,부산 남구 석포로 137 1층
101,파리바게뜨 LG메트로점,0.0,0건,1,부산 남구 분포로 111 엘지메트로시티
102,파리바게뜨 부산진점,1.7,6건,1,부산 동구 중앙대로 371 늘푸른빌딩 1층
103,파리바게뜨 부산남구청점,4.5,2건,2,부산 남구 못골로 42 1층
104,파리바게뜨 부산초량점,1.0,2건,0,부산 동구 초량상로 99 1층
105,데일리팡 부평점,3.5,2건,6,부산 중구 중구로39번길 41
106,파리바게뜨 부산감만점,0.0,0건,0,부산 남구 홍곡로 4 1층
107,꼼빠뇽베이커리,5.0,8건,19,부산 동구 범곡로28번길 16 1층
108,스마일만나찹쌀꽈배기 수정점,5.0,2건,5,부산 동구 고관로 130-1 1층
109,가름,0.0,0건,0,부산 영도구 남항새싹길 81 상가11동 4호
110,리틀베어베이크샵,4.5,11건,34,부산 남구 용소로19번길 21 아티카대연 1동 1층 102호
111,앙빵,5.0,3건,2,부산 중구 대청로 93 1층
112,아비앙또크로아상 남포본점,3.3,3건,0,부산 중구 남포길 8-2
113,파리바게뜨 부산수정점,0.0,0건,1,부산 동구 중앙대로349번길 48 1층
114,파리바게뜨 부산송도점,2.3,3건,0,부산 서구 충무대로 24 혜성주상복합빌딩
115,로카보어테이블 부산광복점,4.5,4건,11,부산 중구 중앙대로 2 롯데백화점 아쿠아몰 지하 1층
116,뚜레쥬르 부산용호2호점,5.0,1건,1,부산 남구 용호로 144 1층
117,파리바게뜨 부산우암점,5.0,1건,2,부산 남구 우암로154번길 18 대진아파트 상가 1층
118,파리바게뜨 부산용호점,5.0,2건,2,부산 남구 용호로 135 1층
119,파리바게뜨 대연자이점,0.0,0건,0,부산 남구 유엔로 230 1층
120,뚜레쥬르 부산송도점,0.0,0건,2,부산 서구 암남공원로 1
